day,month,year,category,number of vehicles,number of sites
12,3,2020,4,83,1
12,3,2020,5,313,1
12,3,2020,6,422,1
12,3,2020,7,31,1
11,3,2020,1,37,1
11,3,2020,2,9785,1
11,3,2020,3,1426,1
11,3,2020,4,96,1
11,3,2020,5,282,1
11,3,2020,6,431,1
11,3,2020,7,37,1
9,3,2020,1,25,1
9,3,2020,2,9273,1
9,3,2020,3,1293,1
9,3,2020,4,86,1
9,3,2020,5,231,1
9,3,2020,6,393,1
9,3,2020,7,48,1
8,3,2020,1,43,1
8,3,2020,2,8119,1
8,3,2020,3,418,1
8,3,2020,4,67,1
8,3,2020,5,29,1
8,3,2020,6,48,1
8,3,2020,7,21,1
7,3,2020,1,32,1
7,3,2020,2,8701,1
7,3,2020,3,717,1
7,3,2020,4,83,1
7,3,2020,5,103,1
7,3,2020,6,123,1
7,3,2020,7,33,1
6,3,2020,1,41,1
6,3,2020,2,10761,1
6,3,2020,3,1375,1
6,3,2020,4,103,1
6,3,2020,5,264,1
6,3,2020,6,389,1
6,3,2020,7,55,1
5,3,2020,1,54,1
5,3,2020,2,10651,1
5,3,2020,3,1433,1
5,3,2020,4,104,1
5,3,2020,5,312,1
5,3,2020,6,404,1
5,3,2020,7,51,1
4,3,2020,1,41,1
4,3,2020,2,10321,1
4,3,2020,3,1447,1
4,3,2020,4,98,1
4,3,2020,5,271,1
4,3,2020,6,412,1
4,3,2020,7,44,1
3,3,2020,1,37,1
3,3,2020,2,10506,1
3,3,2020,3,1373,1
3,3,2020,4,84,1
3,3,2020,5,289,1
3,3,2020,6,402,1
3,3,2020,7,27,1
2,3,2020,1,35,1
2,3,2020,2,10163,1
2,3,2020,3,1321,1
2,3,2020,4,92,1
2,3,2020,5,277,1
2,3,2020,6,374,1
2,3,2020,7,45,1
1,3,2020,1,38,1
1,3,2020,2,8464,1
1,3,2020,3,441,1
1,3,2020,4,70,1
1,3,2020,5,37,1
1,3,2020,6,51,1
1,3,2020,7,20,1
7,4,2020,1,21,1
7,4,2020,2,3182,1
7,4,2020,3,635,1
7,4,2020,4,58,1
7,4,2020,5,148,1
7,4,2020,6,321,1
7,4,2020,7,21,1
7,4,2020,1,21,1
7,4,2020,2,3182,1
7,4,2020,3,635,1
7,4,2020,4,58,1
7,4,2020,5,148,1
7,4,2020,6,321,1
7,4,2020,7,21,1
29,2,2020,1,22,1
29,2,2020,2,8018,1
29,2,2020,3,671,1
29,2,2020,4,70,1
29,2,2020,5,86,1
29,2,2020,6,131,1
29,2,2020,7,17,1
28,2,2020,1,34,1
28,2,2020,2,10802,1
28,2,2020,3,1422,1
28,2,2020,4,91,1
28,2,2020,5,288,1
28,2,2020,6,375,1
28,2,2020,7,36,1
27,2,2020,1,36,1
27,2,2020,2,10829,1
27,2,2020,3,1415,1
27,2,2020,4,99,1
27,2,2020,5,283,1
27,2,2020,6,385,1
27,2,2020,7,32,1
26,2,2020,1,32,1
26,2,2020,2,10667,1
26,2,2020,3,1372,1
26,2,2020,4,96,1
26,2,2020,5,271,1
26,2,2020,6,378,1
26,2,2020,7,33,1
24,2,2020,1,33,1
24,2,2020,2,9946,1
24,2,2020,3,1318,1
24,2,2020,4,79,1
24,2,2020,5,265,1
24,2,2020,6,413,1
24,2,2020,7,42,1
23,2,2020,1,31,1
23,2,2020,2,8891,1
23,2,2020,3,423,1
23,2,2020,4,56,1
23,2,2020,5,24,1
23,2,2020,6,36,1
23,2,2020,7,15,1
22,2,2020,1,22,1
22,2,2020,2,8705,1
22,2,2020,3,714,1
22,2,2020,4,71,1
22,2,2020,5,104,1
22,2,2020,6,81,1
22,2,2020,7,29,1
21,2,2020,1,35,1
21,2,2020,2,10452,1
21,2,2020,3,1331,1
21,2,2020,4,99,1
21,2,2020,5,274,1
21,2,2020,6,346,1
21,2,2020,7,31,1
20,2,2020,1,38,1
20,2,2020,2,10598,1
20,2,2020,3,1379,1
20,2,2020,4,87,1
20,2,2020,5,289,1
20,2,2020,6,399,1
20,2,2020,7,43,1
19,2,2020,1,36,1
19,2,2020,2,10047,1
19,2,2020,3,1321,1
19,2,2020,4,98,1
19,2,2020,5,290,1
19,2,2020,6,365,1
19,2,2020,7,40,1
18,2,2020,1,32,1
18,2,2020,2,9990,1
18,2,2020,3,1364,1
18,2,2020,4,86,1
18,2,2020,5,294,1
18,2,2020,6,389,1
18,2,2020,7,41,1
17,2,2020,1,38,1
17,2,2020,2,9577,1
17,2,2020,3,1331,1
17,2,2020,4,88,1
17,2,2020,5,237,1
17,2,2020,6,365,1
17,2,2020,7,41,1
16,2,2020,1,24,1
16,2,2020,2,6844,1
16,2,2020,3,384,1
16,2,2020,4,50,1
16,2,2020,5,27,1
16,2,2020,6,43,1
16,2,2020,7,12,1
7,4,2020,1,14,1
7,4,2020,2,5967,1
7,4,2020,3,848,1
7,4,2020,4,2,1
7,4,2020,5,201,1
7,4,2020,6,242,1
7,4,2020,7,82,1
7,4,2020,1,14,1
7,4,2020,2,5967,1
7,4,2020,3,848,1
7,4,2020,4,2,1
7,4,2020,5,201,1
7,4,2020,6,242,1
7,4,2020,7,82,1
28,2,2020,1,13,1
28,2,2020,2,16194,1
28,2,2020,3,1724,1
28,2,2020,4,31,1
28,2,2020,5,309,1
28,2,2020,6,307,1
28,2,2020,7,111,1
26,2,2020,1,27,1
26,2,2020,2,14316,1
26,2,2020,3,1585,1
26,2,2020,4,26,1
26,2,2020,5,317,1
26,2,2020,6,297,1
26,2,2020,7,97,1
27,2,2020,1,7,1
27,2,2020,2,14521,1
27,2,2020,3,1587,1
27,2,2020,4,28,1
27,2,2020,5,351,1
27,2,2020,6,317,1
27,2,2020,7,92,1
25,2,2020,1,25,1
25,2,2020,2,14120,1
25,2,2020,3,1600,1
25,2,2020,4,25,1
25,2,2020,5,331,1
25,2,2020,6,290,1
25,2,2020,7,105,1
24,2,2020,1,16,1
24,2,2020,2,13857,1
24,2,2020,3,1684,1
24,2,2020,4,13,1
24,2,2020,5,285,1
24,2,2020,6,283,1
24,2,2020,7,142,1
23,2,2020,1,19,1
23,2,2020,2,9200,1
23,2,2020,3,469,1
23,2,2020,4,7,1
23,2,2020,5,33,1
23,2,2020,6,30,1
23,2,2020,7,38,1
22,2,2020,1,22,1
22,2,2020,2,12930,1
22,2,2020,3,950,1
22,2,2020,4,8,1
22,2,2020,5,141,1
22,2,2020,6,78,1
22,2,2020,7,125,1
21,2,2020,1,9,1
21,2,2020,2,14789,1
21,2,2020,3,1600,1
21,2,2020,4,11,1
21,2,2020,5,307,1
21,2,2020,6,321,1
21,2,2020,7,105,1
20,2,2020,1,6,1
20,2,2020,2,14021,1
20,2,2020,3,1670,1
20,2,2020,4,12,1
20,2,2020,5,259,1
20,2,2020,6,316,1
20,2,2020,7,97,1
19,2,2020,1,10,1
19,2,2020,2,13761,1
19,2,2020,3,1627,1
19,2,2020,4,17,1
19,2,2020,5,262,1
19,2,2020,6,272,1
19,2,2020,7,97,1
17,2,2020,1,18,1
17,2,2020,2,13105,1
17,2,2020,3,1622,1
17,2,2020,4,10,1
17,2,2020,5,280,1
17,2,2020,6,263,1
17,2,2020,7,179,1
18,2,2020,1,11,1
18,2,2020,2,13313,1
18,2,2020,3,1598,1
18,2,2020,4,6,1
18,2,2020,5,308,1
18,2,2020,6,319,1
18,2,2020,7,107,1
16,2,2020,1,4,1
16,2,2020,2,9173,1
16,2,2020,3,511,1
16,2,2020,4,1,1
16,2,2020,5,22,1
16,2,2020,6,14,1
16,2,2020,7,18,1
27,3,2020,1,19,1
27,3,2020,2,9285,1
27,3,2020,3,1524,1
27,3,2020,4,13,1
27,3,2020,5,278,1
27,3,2020,6,320,1
27,3,2020,7,182,1
24,3,2020,1,15,1
24,3,2020,2,8496,1
24,3,2020,3,1387,1
24,3,2020,4,10,1
24,3,2020,5,316,1
24,3,2020,6,367,1
24,3,2020,7,154,1
28,3,2020,1,13,1
28,3,2020,2,4976,1
28,3,2020,3,599,1
28,3,2020,4,3,1
28,3,2020,5,78,1
28,3,2020,6,98,1
28,3,2020,7,57,1
29,3,2020,1,4,1
29,3,2020,2,2658,1
29,3,2020,3,227,1
29,3,2020,4,0,1
29,3,2020,5,15,1
29,3,2020,6,35,1
29,3,2020,7,18,1
31,3,2020,1,9,1
31,3,2020,2,4653,1
31,3,2020,3,762,1
31,3,2020,4,3,1
31,3,2020,5,185,1
31,3,2020,6,248,1
31,3,2020,7,54,1
30,3,2020,1,12,1
30,3,2020,2,4708,1
30,3,2020,3,832,1
30,3,2020,4,6,1
30,3,2020,5,179,1
30,3,2020,6,291,1
30,3,2020,7,53,1
26,3,2020,1,18,1
26,3,2020,2,8109,1
26,3,2020,3,1422,1
26,3,2020,4,8,1
26,3,2020,5,287,1
26,3,2020,6,319,1
26,3,2020,7,142,1
25,3,2020,1,24,1
25,3,2020,2,7887,1
25,3,2020,3,1367,1
25,3,2020,4,12,1
25,3,2020,5,278,1
25,3,2020,6,338,1
25,3,2020,7,128,1
22,3,2020,1,35,1
22,3,2020,2,5974,1
22,3,2020,3,378,1
22,3,2020,4,3,1
22,3,2020,5,29,1
22,3,2020,6,44,1
22,3,2020,7,45,1
23,3,2020,1,25,1
23,3,2020,2,8120,1
23,3,2020,3,1308,1
23,3,2020,4,14,1
23,3,2020,5,306,1
23,3,2020,6,306,1
23,3,2020,7,163,1
21,3,2020,1,41,1
21,3,2020,2,8360,1
21,3,2020,3,850,1
21,3,2020,4,2,1
21,3,2020,5,112,1
21,3,2020,6,128,1
21,3,2020,7,114,1
20,3,2020,1,21,1
20,3,2020,2,9843,1
20,3,2020,3,1468,1
20,3,2020,4,11,1
20,3,2020,5,297,1
20,3,2020,6,358,1
20,3,2020,7,111,1
19,3,2020,1,14,1
19,3,2020,2,9152,1
19,3,2020,3,1448,1
19,3,2020,4,9,1
19,3,2020,5,267,1
19,3,2020,6,305,1
19,3,2020,7,121,1
15,3,2020,1,23,1
15,3,2020,2,6724,1
15,3,2020,3,413,1
15,3,2020,4,6,1
15,3,2020,5,32,1
15,3,2020,6,37,1
15,3,2020,7,64,1
18,3,2020,1,8,1
18,3,2020,2,9113,1
18,3,2020,3,1454,1
18,3,2020,4,6,1
18,3,2020,5,286,1
18,3,2020,6,313,1
18,3,2020,7,96,1
16,3,2020,1,12,1
16,3,2020,2,9856,1
16,3,2020,3,1438,1
16,3,2020,4,13,1
16,3,2020,5,294,1
16,3,2020,6,321,1
16,3,2020,7,221,1
17,3,2020,1,9,1
17,3,2020,2,4918,1
17,3,2020,3,384,1
17,3,2020,4,2,1
17,3,2020,5,71,1
17,3,2020,6,95,1
17,3,2020,7,43,1
14,3,2020,1,11,1
14,3,2020,2,9579,1
14,3,2020,3,912,1
14,3,2020,4,6,1
14,3,2020,5,145,1
14,3,2020,6,122,1
14,3,2020,7,111,1
13,3,2020,1,14,1
13,3,2020,2,12471,1
13,3,2020,3,1534,1
13,3,2020,4,8,1
13,3,2020,5,296,1
13,3,2020,6,307,1
13,3,2020,7,125,1
12,3,2020,1,14,1
12,3,2020,2,15287,1
12,3,2020,3,1716,1
12,3,2020,4,28,1
12,3,2020,5,309,1
12,3,2020,6,314,1
12,3,2020,7,75,1
11,3,2020,1,8,1
11,3,2020,2,14548,1
11,3,2020,3,1601,1
11,3,2020,4,24,1
11,3,2020,5,348,1
11,3,2020,6,321,1
11,3,2020,7,109,1
9,3,2020,1,12,1
9,3,2020,2,14018,1
9,3,2020,3,1693,1
9,3,2020,4,20,1
9,3,2020,5,304,1
9,3,2020,6,293,1
9,3,2020,7,176,1
8,3,2020,1,12,1
8,3,2020,2,9578,1
8,3,2020,3,551,1
8,3,2020,4,10,1
8,3,2020,5,28,1
8,3,2020,6,31,1
8,3,2020,7,66,1
10,3,2020,1,14,1
10,3,2020,2,14442,1
10,3,2020,3,1700,1
10,3,2020,4,19,1
10,3,2020,5,346,1
10,3,2020,6,287,1
10,3,2020,7,92,1
7,3,2020,1,17,1
7,3,2020,2,13714,1
7,3,2020,3,1050,1
7,3,2020,4,18,1
7,3,2020,5,142,1
7,3,2020,6,121,1
7,3,2020,7,145,1
6,3,2020,1,18,1
6,3,2020,2,17022,1
6,3,2020,3,1715,1
6,3,2020,4,39,1
6,3,2020,5,329,1
6,3,2020,6,360,1
6,3,2020,7,132,1
5,3,2020,1,16,1
5,3,2020,2,15100,1
5,3,2020,3,1721,1
5,3,2020,4,29,1
5,3,2020,5,333,1
5,3,2020,6,303,1
5,3,2020,7,109,1
3,3,2020,1,11,1
3,3,2020,2,14396,1
3,3,2020,3,1576,1
3,3,2020,4,25,1
3,3,2020,5,331,1
3,3,2020,6,305,1
3,3,2020,7,104,1
4,3,2020,1,14,1
4,3,2020,2,14426,1
4,3,2020,3,1721,1
4,3,2020,4,28,1
4,3,2020,5,336,1
4,3,2020,6,324,1
4,3,2020,7,108,1
2,3,2020,1,16,1
2,3,2020,2,14225,1
2,3,2020,3,1642,1
2,3,2020,4,29,1
2,3,2020,5,336,1
2,3,2020,6,298,1
2,3,2020,7,219,1
1,3,2020,1,5,1
1,3,2020,2,9613,1
1,3,2020,3,514,1
1,3,2020,4,9,1
1,3,2020,5,24,1
1,3,2020,6,26,1
1,3,2020,7,54,1
31,3,2020,1,2,1
31,3,2020,2,1875,1
31,3,2020,3,531,1
31,3,2020,4,24,1
31,3,2020,5,169,1
31,3,2020,6,353,1
31,3,2020,7,28,1
30,3,2020,1,3,1
30,3,2020,2,2183,1
30,3,2020,3,527,1
30,3,2020,4,23,1
30,3,2020,5,132,1
30,3,2020,6,343,1
30,3,2020,7,25,1
29,3,2020,1,3,1
29,3,2020,2,1063,1
29,3,2020,3,151,1
29,3,2020,4,11,1
29,3,2020,5,31,1
29,3,2020,6,71,1
29,3,2020,7,12,1
28,3,2020,1,2,1
28,3,2020,2,1679,1
28,3,2020,3,337,1
28,3,2020,4,14,1
28,3,2020,5,67,1
28,3,2020,6,122,1
28,3,2020,7,62,1
27,3,2020,1,3,1
27,3,2020,2,3998,1
27,3,2020,3,1056,1
27,3,2020,4,40,1
27,3,2020,5,248,1
27,3,2020,6,430,1
27,3,2020,7,104,1
25,3,2020,1,1,1
25,3,2020,2,3621,1
25,3,2020,3,928,1
25,3,2020,4,21,1
25,3,2020,5,294,1
25,3,2020,6,458,1
25,3,2020,7,50,1
24,3,2020,1,7,1
24,3,2020,2,3865,1
24,3,2020,3,990,1
24,3,2020,4,22,1
24,3,2020,5,314,1
24,3,2020,6,420,1
24,3,2020,7,66,1
23,3,2020,1,2,1
23,3,2020,2,3876,1
23,3,2020,3,947,1
23,3,2020,4,23,1
23,3,2020,5,257,1
23,3,2020,6,382,1
23,3,2020,7,79,1
22,3,2020,1,4,1
22,3,2020,2,2995,1
22,3,2020,3,288,1
22,3,2020,4,8,1
22,3,2020,5,31,1
22,3,2020,6,51,1
22,3,2020,7,29,1
21,3,2020,1,2,1
21,3,2020,2,3109,1
21,3,2020,3,483,1
21,3,2020,4,17,1
21,3,2020,5,112,1
21,3,2020,6,169,1
21,3,2020,7,79,1
20,3,2020,1,12,1
20,3,2020,2,4700,1
20,3,2020,3,1063,1
20,3,2020,4,27,1
20,3,2020,5,284,1
20,3,2020,6,417,1
20,3,2020,7,86,1
19,3,2020,1,3,1
19,3,2020,2,4310,1
19,3,2020,3,989,1
19,3,2020,4,24,1
19,3,2020,5,334,1
19,3,2020,6,476,1
19,3,2020,7,88,1
18,3,2020,1,6,1
18,3,2020,2,4292,1
18,3,2020,3,1024,1
18,3,2020,4,18,1
18,3,2020,5,292,1
18,3,2020,6,421,1
18,3,2020,7,56,1
17,3,2020,1,3,1
17,3,2020,2,2518,1
17,3,2020,3,314,1
17,3,2020,4,20,1
17,3,2020,5,65,1
17,3,2020,6,198,1
17,3,2020,7,44,1
16,3,2020,1,5,1
16,3,2020,2,4492,1
16,3,2020,3,935,1
16,3,2020,4,24,1
16,3,2020,5,279,1
16,3,2020,6,358,1
16,3,2020,7,76,1
14,3,2020,1,3,1
14,3,2020,2,4284,1
14,3,2020,3,596,1
14,3,2020,4,13,1
14,3,2020,5,118,1
14,3,2020,6,167,1
14,3,2020,7,81,1
13,3,2020,1,3,1
13,3,2020,2,7299,1
13,3,2020,3,1303,1
13,3,2020,4,50,1
13,3,2020,5,312,1
13,3,2020,6,365,1
13,3,2020,7,71,1
11,3,2020,1,5,1
11,3,2020,2,7609,1
11,3,2020,3,1361,1
11,3,2020,4,42,1
11,3,2020,5,345,1
11,3,2020,6,428,1
11,3,2020,7,52,1
12,3,2020,1,5,1
12,3,2020,2,7605,1
12,3,2020,3,1311,1
12,3,2020,4,49,1
12,3,2020,5,320,1
12,3,2020,6,413,1
12,3,2020,7,55,1
10,3,2020,1,2,1
10,3,2020,2,7581,1
10,3,2020,3,1299,1
10,3,2020,4,37,1
10,3,2020,5,334,1
10,3,2020,6,406,1
10,3,2020,7,54,1
9,3,2020,1,4,1
9,3,2020,2,7815,1
9,3,2020,3,1314,1
9,3,2020,4,45,1
9,3,2020,5,293,1
9,3,2020,6,391,1
9,3,2020,7,61,1
8,3,2020,1,14,1
8,3,2020,2,7142,1
8,3,2020,3,653,1
8,3,2020,4,44,1
8,3,2020,5,55,1
8,3,2020,6,69,1
8,3,2020,7,43,1
6,3,2020,1,8,1
6,3,2020,2,9667,1
6,3,2020,3,1528,1
6,3,2020,4,70,1
6,3,2020,5,300,1
6,3,2020,6,402,1
6,3,2020,7,100,1
7,3,2020,1,3,1
7,3,2020,2,6363,1
7,3,2020,3,761,1
7,3,2020,4,55,1
7,3,2020,5,138,1
7,3,2020,6,156,1
7,3,2020,7,86,1
5,3,2020,1,7,1
5,3,2020,2,8039,1
5,3,2020,3,1448,1
5,3,2020,4,51,1
5,3,2020,5,353,1
5,3,2020,6,386,1
5,3,2020,7,74,1
4,3,2020,1,5,1
4,3,2020,2,7998,1
4,3,2020,3,1371,1
4,3,2020,4,54,1
4,3,2020,5,339,1
4,3,2020,6,410,1
4,3,2020,7,57,1
3,3,2020,1,4,1
3,3,2020,2,7915,1
3,3,2020,3,1437,1
3,3,2020,4,37,1
3,3,2020,5,316,1
3,3,2020,6,417,1
3,3,2020,7,54,1
2,3,2020,1,5,1
2,3,2020,2,7948,1
2,3,2020,3,1351,1
2,3,2020,4,44,1
2,3,2020,5,305,1
2,3,2020,6,409,1
2,3,2020,7,87,1
1,3,2020,1,7,1
1,3,2020,2,7727,1
1,3,2020,3,696,1
1,3,2020,4,65,1
1,3,2020,5,75,1
1,3,2020,6,98,1
1,3,2020,7,51,1
7,4,2020,1,1,1
7,4,2020,2,1988,1
7,4,2020,3,553,1
7,4,2020,4,10,1
7,4,2020,5,156,1
7,4,2020,6,313,1
7,4,2020,7,35,1
28,2,2020,1,7,1
28,2,2020,2,9790,1
28,2,2020,3,1500,1
28,2,2020,4,77,1
28,2,2020,5,338,1
28,2,2020,6,393,1
28,2,2020,7,66,1
29,2,2020,1,0,1
29,2,2020,2,4032,1
29,2,2020,3,500,1
29,2,2020,4,23,1
29,2,2020,5,75,1
29,2,2020,6,125,1
29,2,2020,7,33,1
27,2,2020,1,6,1
27,2,2020,2,8299,1
27,2,2020,3,1417,1
27,2,2020,4,62,1
27,2,2020,5,321,1
27,2,2020,6,389,1
27,2,2020,7,59,1
26,2,2020,1,7,1
26,2,2020,2,7680,1
26,2,2020,3,1383,1
26,2,2020,4,46,1
26,2,2020,5,280,1
26,2,2020,6,387,1
26,2,2020,7,75,1
25,2,2020,1,11,1
25,2,2020,2,7726,1
25,2,2020,3,1317,1
25,2,2020,4,35,1
25,2,2020,5,335,1
25,2,2020,6,408,1
25,2,2020,7,81,1
20,2,2020,1,5,1
20,2,2020,2,8858,1
20,2,2020,3,1391,1
20,2,2020,4,39,1
20,2,2020,5,301,1
20,2,2020,6,403,1
20,2,2020,7,76,1
24,2,2020,1,4,1
24,2,2020,2,8019,1
24,2,2020,3,1331,1
24,2,2020,4,33,1
24,2,2020,5,292,1
24,2,2020,6,417,1
24,2,2020,7,58,1
23,2,2020,1,7,1
23,2,2020,2,7655,1
23,2,2020,3,723,1
23,2,2020,4,41,1
23,2,2020,5,47,1
23,2,2020,6,55,1
23,2,2020,7,50,1
22,2,2020,1,3,1
22,2,2020,2,6918,1
22,2,2020,3,803,1
22,2,2020,4,25,1
22,2,2020,5,113,1
22,2,2020,6,99,1
22,2,2020,7,79,1
19,2,2020,1,5,1
19,2,2020,2,8528,1
19,2,2020,3,1392,1
19,2,2020,4,36,1
19,2,2020,5,272,1
19,2,2020,6,379,1
19,2,2020,7,56,1
21,2,2020,1,7,1
21,2,2020,2,9528,1
21,2,2020,3,1450,1
21,2,2020,4,73,1
21,2,2020,5,292,1
21,2,2020,6,352,1
21,2,2020,7,64,1
18,2,2020,1,3,1
18,2,2020,2,8301,1
18,2,2020,3,1303,1
18,2,2020,4,34,1
18,2,2020,5,308,1
18,2,2020,6,378,1
18,2,2020,7,69,1
15,2,2020,1,4,1
15,2,2020,2,5627,1
15,2,2020,3,689,1
15,2,2020,4,54,1
15,2,2020,5,99,1
15,2,2020,6,110,1
15,2,2020,7,47,1
7,4,2020,1,18,1
7,4,2020,2,2067,1
7,4,2020,3,453,1
7,4,2020,4,14,1
7,4,2020,5,62,1
7,4,2020,6,32,1
7,4,2020,7,34,1
7,4,2020,1,18,1
7,4,2020,2,2067,1
7,4,2020,3,453,1
7,4,2020,4,14,1
7,4,2020,5,62,1
7,4,2020,6,32,1
7,4,2020,7,34,1
29,2,2020,1,6,1
29,2,2020,2,2758,1
29,2,2020,3,464,1
29,2,2020,4,19,1
29,2,2020,5,26,1
29,2,2020,6,22,1
29,2,2020,7,17,1
28,2,2020,1,10,1
28,2,2020,2,6576,1
28,2,2020,3,982,1
28,2,2020,4,42,1
28,2,2020,5,164,1
28,2,2020,6,108,1
28,2,2020,7,48,1
27,2,2020,1,28,1
27,2,2020,2,6315,1
27,2,2020,3,957,1
27,2,2020,4,40,1
27,2,2020,5,111,1
27,2,2020,6,109,1
27,2,2020,7,52,1
25,2,2020,1,4,1
25,2,2020,2,5810,1
25,2,2020,3,929,1
25,2,2020,4,42,1
25,2,2020,5,158,1
25,2,2020,6,75,1
25,2,2020,7,42,1
22,2,2020,1,9,1
22,2,2020,2,5254,1
22,2,2020,3,676,1
22,2,2020,4,41,1
22,2,2020,5,62,1
22,2,2020,6,25,1
22,2,2020,7,68,1
26,2,2020,1,8,1
26,2,2020,2,6162,1
26,2,2020,3,971,1
26,2,2020,4,48,1
26,2,2020,5,161,1
26,2,2020,6,71,1
26,2,2020,7,45,1
24,2,2020,1,12,1
24,2,2020,2,5716,1
24,2,2020,3,942,1
24,2,2020,4,44,1
24,2,2020,5,176,1
24,2,2020,6,65,1
24,2,2020,7,49,1
20,2,2020,1,10,1
20,2,2020,2,6053,1
20,2,2020,3,963,1
20,2,2020,4,38,1
20,2,2020,5,238,1
20,2,2020,6,88,1
20,2,2020,7,39,1
23,2,2020,1,23,1
23,2,2020,2,5220,1
23,2,2020,3,493,1
23,2,2020,4,28,1
23,2,2020,5,35,1
23,2,2020,6,15,1
23,2,2020,7,50,1
21,2,2020,1,4,1
21,2,2020,2,6049,1
21,2,2020,3,882,1
21,2,2020,4,31,1
21,2,2020,5,200,1
21,2,2020,6,90,1
21,2,2020,7,33,1
18,2,2020,1,9,1
18,2,2020,2,5787,1
18,2,2020,3,960,1
18,2,2020,4,28,1
18,2,2020,5,152,1
18,2,2020,6,96,1
18,2,2020,7,52,1
19,2,2020,1,8,1
19,2,2020,2,5588,1
19,2,2020,3,847,1
19,2,2020,4,40,1
19,2,2020,5,145,1
19,2,2020,6,80,1
19,2,2020,7,45,1
17,2,2020,1,5,1
17,2,2020,2,5599,1
17,2,2020,3,861,1
17,2,2020,4,32,1
17,2,2020,5,119,1
17,2,2020,6,94,1
17,2,2020,7,47,1
16,2,2020,1,3,1
16,2,2020,2,4290,1
16,2,2020,3,508,1
16,2,2020,4,34,1
16,2,2020,5,41,1
16,2,2020,6,10,1
16,2,2020,7,83,1
15,2,2020,1,1,1
15,2,2020,2,4629,1
15,2,2020,3,616,1
15,2,2020,4,33,1
15,2,2020,5,65,1
15,2,2020,6,40,1
15,2,2020,7,148,1
31,3,2020,1,13,1
31,3,2020,2,1944,1
31,3,2020,3,377,1
31,3,2020,4,16,1
31,3,2020,5,66,1
31,3,2020,6,41,1
31,3,2020,7,34,1
30,3,2020,1,14,1
30,3,2020,2,1996,1
30,3,2020,3,451,1
30,3,2020,4,17,1
30,3,2020,5,52,1
30,3,2020,6,46,1
30,3,2020,7,37,1
29,3,2020,1,18,1
29,3,2020,2,1273,1
29,3,2020,3,166,1
29,3,2020,4,9,1
29,3,2020,5,8,1
29,3,2020,6,13,1
29,3,2020,7,25,1
28,3,2020,1,8,1
28,3,2020,2,1872,1
28,3,2020,3,329,1
28,3,2020,4,11,1
28,3,2020,5,30,1
28,3,2020,6,32,1
28,3,2020,7,62,1
27,3,2020,1,42,1
27,3,2020,2,4187,1
27,3,2020,3,765,1
27,3,2020,4,23,1
27,3,2020,5,169,1
27,3,2020,6,72,1
27,3,2020,7,81,1
26,3,2020,1,18,1
26,3,2020,2,3403,1
26,3,2020,3,708,1
26,3,2020,4,20,1
26,3,2020,5,199,1
26,3,2020,6,61,1
26,3,2020,7,54,1
25,3,2020,1,2,1
25,3,2020,2,3153,1
25,3,2020,3,701,1
25,3,2020,4,16,1
25,3,2020,5,169,1
25,3,2020,6,45,1
25,3,2020,7,46,1
15,3,2020,1,49,1
15,3,2020,2,4873,1
15,3,2020,3,499,1
15,3,2020,4,29,1
15,3,2020,5,13,1
15,3,2020,6,14,1
15,3,2020,7,34,1
13,3,2020,1,29,1
13,3,2020,2,5618,1
13,3,2020,3,933,1
13,3,2020,4,36,1
13,3,2020,5,184,1
13,3,2020,6,122,1
13,3,2020,7,45,1
23,3,2020,1,19,1
23,3,2020,2,3549,1
23,3,2020,3,738,1
23,3,2020,4,17,1
23,3,2020,5,130,1
23,3,2020,6,117,1
23,3,2020,7,77,1
16,3,2020,1,5,1
16,3,2020,2,4187,1
16,3,2020,3,797,1
16,3,2020,4,32,1
16,3,2020,5,85,1
16,3,2020,6,47,1
16,3,2020,7,42,1
22,3,2020,1,50,1
22,3,2020,2,6251,1
22,3,2020,3,478,1
22,3,2020,4,8,1
22,3,2020,5,21,1
22,3,2020,6,22,1
22,3,2020,7,36,1
12,3,2020,1,9,1
12,3,2020,2,5892,1
12,3,2020,3,1010,1
12,3,2020,4,39,1
12,3,2020,5,198,1
12,3,2020,6,131,1
12,3,2020,7,51,1
14,3,2020,1,6,1
14,3,2020,2,4283,1
14,3,2020,3,645,1
14,3,2020,4,30,1
14,3,2020,5,60,1
14,3,2020,6,41,1
14,3,2020,7,85,1
21,3,2020,1,6,1
21,3,2020,2,3205,1
21,3,2020,3,550,1
21,3,2020,4,16,1
21,3,2020,5,63,1
21,3,2020,6,45,1
21,3,2020,7,72,1
20,3,2020,1,28,1
20,3,2020,2,4995,1
20,3,2020,3,875,1
20,3,2020,4,29,1
20,3,2020,5,171,1
20,3,2020,6,106,1
20,3,2020,7,70,1
19,3,2020,1,11,1
19,3,2020,2,4233,1
19,3,2020,3,824,1
19,3,2020,4,28,1
19,3,2020,5,163,1
19,3,2020,6,104,1
19,3,2020,7,78,1
18,3,2020,1,13,1
18,3,2020,2,4131,1
18,3,2020,3,758,1
18,3,2020,4,22,1
18,3,2020,5,136,1
18,3,2020,6,90,1
18,3,2020,7,65,1
11,3,2020,1,8,1
11,3,2020,2,5643,1
11,3,2020,3,920,1
11,3,2020,4,47,1
11,3,2020,5,224,1
11,3,2020,6,105,1
11,3,2020,7,58,1
10,3,2020,1,6,1
10,3,2020,2,5739,1
10,3,2020,3,969,1
10,3,2020,4,49,1
